ADP,Admissão,Desligamento,Desligado?,Iniciativa Desligamento,Tempo de Casa,Cod.Cargo,Cargo,Cod.Cargo Admissão,Cargo Admissão,CC,Area,Diretoria,Estado Civil,Educação,Idade Atual/ Desligamento,Idade na Admissão,Sexo,Banda,Nivel,Hora Extra 2016,Hora Negativa 2016,Ad. Noturno 2016,Absenteísmo 2016,Hora Extra 2017,Hora Negativa 2017,Ad. Noturno 2017,Absenteísmo 2017,2012/13 Rating,2012/13 Goal Achievement,2013/14 Rating,2013/14 Goal Achievement,2014/15 Rating,2014/15 Goal Achievement,2015/16 Rating,2015/16 Goal Achievement,2016/17 Rating,2016/17 Goal Achievement,AUMENTO 2012,AUMENTO 2013,AUMENTO 2014,AUMENTO 2015,AUMENTO 2016,AUMENTO 2017,DISSIDIO 2012,DISSIDIO 2013,DISSIDIO 2014,DISSIDIO 2015,DISSIDIO 2016,DISSIDIO 2017,MERITO 2012,MERITO 2013,MERITO 2014,MERITO 2015,MERITO 2016,MERITO 2017,PROMOÇÃO 2012,PROMOÇÃO 2013,PROMOÇÃO 2014,PROMOÇÃO 2015,PROMOÇÃO 2016,PROMOÇÃO 2017,PROMOVIDO
400,11/4/2014,          ,N,,4.2,910,GERENTE,910,GERENTE,1051,IT - Infra,IT,CASADO,SUPERIOR COMPLETO,55,53.2,H,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,,,,,,,E,119.5,E,115.6,,,,,,,,,,Y,Y,,,,,,Y,Y,,,,,,,0
401,11/4/2014,          ,N,,4.2,903,ANALISTA PL,903,ANALISTA PL,1040,HR,HR & Facilities,CASADO,SUPERIOR COMPLETO,31,28.9397260273973,H,200,Entry Level,129.116666666667,0,4.63333333333333,7,78.05,0,2.61666666666667,0,,,,,,,Q,100.4,Q,102.8,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
402,11/4/2014,2/1/2015,Y,Funcionário,0.2,917,ASSISTENTE,917,ASSISTENTE,1015,Accounts Receivables,Finance,SOLTEIRO,SUPERIOR COMPLETO,27.627397260274,27.3835616438356,M,100,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
403,11/4/2014,1/26/2015,Y,Empregador ,0.2,827,ANALISTA PL,827,ANALISTA PL,1270,Quality Control & Projects,Operations,SOLTEIRO,SUPERIOR COMPLETO,22.4520547945205,22.2246575342466,M,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
404,11/4/2014,          ,N,,4.2,769,COORDENADOR,769,COORDENADOR,1250,Maintenance,Operations,#N/A,#N/A,45,42.6739726027397,H,300,Coord & Exp.Professionals,73.3833333333333,0,0,3,26.1666666666667,0.15,0,0,,,,,,,Q,105.9,Q,97.7,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,0
405,11/14/2014,          ,N,,4.1,1052,GERENTE SR,854,GERENTE,1013,Treasury,Finance,CASADO,SUPERIOR COMPLETO,34,31.9534246575342,H,600,SR Mgmt & Experts,,,,0,,,,0,,,,,,,Q,107.5,Q,115.8,,,,,Y,,,,,Y,Y,,,,,,Y,,,,,,Y,,1
406,11/17/2014,          ,N,,4.1,918,ANALISTA JR,918,ANALISTA JR,1210,BTS,Operations,SOLTEIRO,SUPERIOR COMPLETO,31,29.1123287671233,H,200,Entry Level,9.75,0,0,0,20.2833333333333,0,0.1,0,,,,,,,E,100,E,102.3,,,,,,,,,,Y,Y,,,,,,Y,Y,,,,,,,0
407,11/17/2014,          ,N,,4.1,749,ASSISTENTE,749,ASSISTENTE,1210,BTS,Operations,SOLTEIRO,SUPERIOR COMPLETO,27,25.1534246575342,M,100,Entry Level,4.36666666666667,5.53333333333333,0,2,3.95,0,0,0,,,,,,,Q,97.7,Q,100.4,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
408,12/1/2014,          ,N,,4.1,919,ANALISTA JR,919,ANALISTA JR,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,34,31.6520547945205,M,200,Entry Level,70.0333333333333,0,0,0,17.0166666666667,8.06666666666667,0,0,,,,,,,Q,100,Q,102.8,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
409,12/2/2014,          ,N,,4.1,920,GERENTE SR,920,GERENTE SR,1014,Purchasing,Finance,CASADO,SUPERIOR COMPLETO,45,42.9753424657534,H,650,SR Mgmt & Experts,,,,0,,,,0,,,,,,,Q,106,Q,105.1,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
410,12/8/2014,          ,N,,4.1,1035,ESPECIALISTA,921,ESPECIALISTA,1120,Strategy & New Products,Strategy & New Products,SEPARADO,SUPERIOR COMPLETO,29,26.5068493150685,M,400,Middle Mgmt & Exp.Professionals,,,,0,,,,0,,,,,,,Q,89.9,E,113.8,,,,,,Y,,,,Y,Y,,,,,,Y,,,,,,,Y,1
411,3/1/2004,          ,N,,14.8,768,GERENTE SR,626,COORDENADOR,1211,Infra BTS,Operations,CASADO,SUPERIOR COMPLETO,41,28.2547945205479,H,650,SR Mgmt & Experts,,,,0,,,,0,,,,,,,Q,106.4,E,110.6,,Y,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,0
412,3/1/2004,3/13/2015,Y,Funcionário,11.0,724,GERENTE,626,COORDENADOR,1300,Site Acquisition,Operations,CASADO,SUPERIOR COMPLETO,34.813698630137,23.7753424657534,M,600,SR Mgmt & Experts,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,,,,,,,,,,,,,Y,,,,1
413,1/8/2007,          ,N,,12.0,884,ANALISTA PL,889,ASSISTENTE,1008,Renegotiation,Real Estate,SOLTEIRO,SUPERIOR COMPLETO,32,21.427397260274,M,200,Entry Level,62.1833333333333,0,0,3,35.4666666666667,1.35,0,0,,,,,,,Q,96.5,Q,114.8,,Y,,Y,,,Y,Y,,Y,Y,,,,Y,,,,,,,,,,0
414,6/16/2008,          ,N,,10.5,809,GERENTE,641,SUPERVISOR,1250,Maintenance,Operations,CASADO,PÓS GRADUAÇÃO                      ,40,31.0821917808219,H,600,SR Mgmt & Experts,,,,0,,,,0,,,,,,,Q,103.2,Q,106.9,,Y,,,,,Y,Y,,Y,Y,,,,,,,Y,,,,,,,0
415,4/22/2009,          ,N,,9.7,924,SUPERVISOR,1002,ANALISTA JR,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,34,25.841095890411,H,300,Coord & Exp.Professionals,77.7166666666667,0,1.03333333333333,15,72.8666666666667,0,2.98333333333333,0,,,,,,,Q,110.5,Q,104.8,,Y,,Y,,,Y,Y,,Y,Y,,,,,,,,,,Y,,,,1
416,7/19/2010,          ,N,,8.5,845,COORDENADOR,641,SUPERVISOR,1211,Infra BTS,Operations,CASADO,SUPERIOR COMPLETO,49,41.9917808219178,H,300,Coord & Exp.Professionals,91.9666666666667,0,0.65,10,30.05,2.05,0.3,0,,,,,,,Q,105.5,E,102.8,,Y,,Y,,,Y,Y,,Y,Y,,,,Y,,,,,,,,,,0
417,8/28/2012,9/1/2016,Y,Funcionário,4.0,925,ANALISTA PL,746,ANALISTA PL,1270,Quality Control & Projects,Operations,SOLTEIRO,SUPERIOR COMPLETO,24.7315068493151,20.7178082191781,M,200,Entry Level,31.2666666666667,21.1666666666667,0.166666666666667,0.999999999999999,,,,,,,,,,,Q,115.5,,,,Y,,,,,,Y,,Y,Y,,,,,,Y,,,,,,,,0
418,10/22/2012,          ,N,,6.2,852,ASSISTENTE,998,ASSISTENTE,1280,Service Delivery,Operations,SOLTEIRO,SUPERIOR COMPLETO,27,22.7095890410959,M,200,Entry Level,5.86333333333333,0,0,0.999999999999999,1.81666666666667,0.95,0,0,,,,,,,E,113.5,E,109.7,,,,,,,,Y,,Y,Y,,,,,,Y,Y,,,,,,,0
419,10/22/2012,          ,N,,6.2,1055,DIRETORIA,574,GERENTE,2090,Latam,Latam,CASADO,SUPERIOR COMPLETO,44,39.213698630137,H,650,Organizational Leaders,,,,0,,,,0,,,,,,,E,109.6,E,109.7,,,,,,Y,,,,Y,Y,,,,,,,,,,,Y,,,1
420,10/29/2012,1/7/2015,Y,Empregador ,2.2,926,GERENTE SR,1012,GERENTE,1013,Treasury,Finance,CASADO,PÓS GRADUAÇÃO                      ,35.0301369863014,32.8383561643836,H,650,SR Mgmt & Experts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
421,12/17/2012,          ,N,,6.0,1031,ANALISTA JR,1015,ANALISTA PL,1008,Renegotiation,Real Estate,SOLTEIRO,SUPERIOR COMPLETO,30,25.5945205479452,M,200,Entry Level,140.23,0,0.983333333333333,0,25.3333333333333,0,0,0,,,,,,,Q,102,Q,99.4,,,,,,,,,,Y,Y,,,,,,Y,,,,,Y,,,1
422,1/3/2013,          ,N,,6.0,824,ANALISTA PL,989,ANALISTA PL,1016,Lease Abstraction,Finance,CASADO,SUPERIOR COMPLETO,29,25.2931506849315,M,200,Entry Level,200.463333333333,0,27.0833333333333,7.99999999999999,201.616666666667,0,32.8,0,,,,,,,Q,100.5,E,109.4,,,,Y,,Y,,,,Y,Y,,,,,,,Y,,,,,,,0
423,1/4/2013,          ,N,,6.0,768,GERENTE SR,755,GERENTE,1009,Rooftop Management,Real Estate,CASADO,SUPERIOR COMPLETO,54,49.7123287671233,H,650,SR Mgmt & Experts,,,,0,,,,0,,,,,,,Q,99.9,Q,107.8,,,,,,,,,,Y,Y,,,,,,,,,,,Y,,,1
424,1/21/2013,1/11/2016,Y,Funcionário,3.0,938,GERENTE SR,1011,GERENTE,1017,Business Analysis,Finance,CASADO,SUPERIOR COMPLETO,33.1835616438356,30.2109589041096,H,650,SR Mgmt & Experts,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,1
425,3/4/2013,1/3/2017,Y,Funcionário,3.8,861,GERENTE,838,ANALISTA SR,1030,Legal,Legal,SEPARADO,SUPERIOR COMPLETO,46.3643835616438,42.5260273972603,M,600,SR Mgmt & Experts,,,,3,,,,0,,,,,,,O,120.5,,,,,,,,,,Y,,Y,Y,,,,Y,Y,Y,,,,,,,,0
426,2/14/2013,2/19/2015,Y,Empregador ,2.0,1001,DIRETORIA,683,DIRETORIA,1030,Legal,Legal,CASADO,MESTRADO                           ,42.3561643835616,40.3424657534247,M,700,Organizational Leaders,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,0
427,3/4/2013,3/4/2016,Y,Empregador ,3.0,702,COORDENADOR,999,ANALISTA PL,1032,Licensing,Legal,CASADO,TÉCNICO COMPLETO                   ,47.5616438356164,44.558904109589,M,400,Middle Mgmt & Exp.Professionals,0,7.93333333333333,0,0,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,,,,,,,,,,,,,,0
428,3/4/2013,          ,N,,5.8,786,GERENTE,1003,ESPECIALISTA,1018,Landlord,Finance,CASADO,SUPERIOR COMPLETO,36,31.9561643835616,H,600,SR Mgmt & Experts,,,,0,,,,0,,,,,,,Q,104,Q,106.1,,,,,,,,Y,,Y,Y,,,,Y,,Y,Y,,,,,,,0
429,3/6/2013,12/22/2015,Y,Empregador ,2.8,991,ASSISTENTE,879,ASSISTENTE,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,25.0849315068493,22.2876712328767,H,100,Entry Level,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,,,,Y,,,,,,,,,,0
430,4/1/2013,          ,N,,5.8,630,COORDENADOR,934,ANALISTA SR,1013,Treasury,Finance,CASADO,PÓS GRADUAÇÃO                      ,29,25.558904109589,H,400,Middle Mgmt & Exp.Professionals,59.1666666666667,0,0,9,30.3,0,0,0,,,,,,,E,120,E,108.8,,,,Y,,,,Y,Y,Y,Y,,,,,,Y,,,,,Y,,,1
431,4/3/2013,8/3/2015,Y,Empregador ,2.3,606,GERENTE,626,COORDENADOR,1231,Reinforcement,Operations,CASADO,SUPERIOR COMPLETO,54.6356164383562,52.3013698630137,H,500,Middle Mgmt & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,Y,,,,,,,,,,0
432,6/10/2013,9/16/2016,Y,Funcionário,3.3,931,SUPERVISOR,1027,SUPERVISOR,1250,Maintenance,Operations,CASADO,SUPERIOR COMPLETO,37.5671232876712,34.2958904109589,H,300,Coord & Exp.Professionals,30.1,5.01666666666667,0.8,3,,,,,,,,,,,Q,105.9,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,0
433,6/10/2013,2/2/2015,Y,Empregador ,1.6,935,GERENTE SR,1007,GERENTE,1010,Accounting & Tax,Finance,SEPARADO,SUPERIOR COMPLETO,47.2821917808219,45.6328767123288,H,650,SR Mgmt & Experts,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,0
434,6/10/2013,          ,N,,5.6,1078,DIRETORIA,676,DIRETORIA,1100,Sales,Sales,CASADO,PÓS GRADUAÇÃO                      ,49,45.2465753424658,H,650,Organizational Leaders,,,,0,,,,0,,,,,,,Q,109.5,Q,105.8,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,0
435,6/26/2013,          ,N,,5.5,927,ANALISTA JR,746,ANALISTA PL,1270,Quality Control & Projects,Operations,SOLTEIRO,TÉCNICO COMPLETO                   ,39,35.013698630137,H,200,Entry Level,51,8.18333333333333,0,2,10.4333333333333,0,0,0,,,,,,,Q,90.5,D,87.5,,,,Y,,,,Y,,Y,Y,,,,,,,,,,,,,,0
436,7/1/2013,2/4/2016,Y,Empregador ,2.6,686,ASSISTENTE,995,ASSISTENTE,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,30.2356164383562,27.6383561643836,M,100,Entry Level,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,Y,,,,,,,,,,0
437,7/10/2013,          ,N,,5.5,845,COORDENADOR,641,SUPERVISOR,1211,Infra BTS,Operations,CASADO,TÉCNICO COMPLETO                   ,45,41.6109589041096,H,300,Coord & Exp.Professionals,144.733333333333,0,0.033333333333333,6,42.5666666666667,0,0,1,,,,,,,Q,105.5,Q,103.2,,,,Y,,,,Y,,Y,Y,,,,,,,,,,,,,,0
438,8/1/2013,          ,N,,5.4,937,SUPERVISOR,1000,COORDENADOR,1032,Licensing,Legal,SEPARADO,SUPERIOR COMPLETO,54,50.227397260274,M,300,Coord & Exp.Professionals,48.0333333333333,2.33333333333333,0,0,5.93333333333333,0.1,0,0,,,,,,,Q,104,Q,100.6,,,,Y,,,,,,Y,Y,,,,,,Y,Y,,,,,,,0
439,8/5/2013,5/16/2016,Y,Funcionário,2.8,727,ANALISTA PL,727,ANALISTA PL,1030,Legal,Legal,CASADO,PÓS GRADUAÇÃO                      ,31.7835616438356,29.0027397260274,M,300,Coord & Exp.Professionals,0,0,0,11,,,,,,,,,,,Q,104,,,,,,Y,,,,,,Y,Y,,,,,,Y,,,,,,,,0
440,8/15/2013,12/2/2016,Y,Empregador ,3.3,903,ANALISTA PL,988,ANALISTA PL,1040,HR,HR & Facilities,SOLTEIRO,SUPERIOR COMPLETO,29.6684931506849,26.3671232876712,M,200,Entry Level,67.8833333333333,0,1.23333333333333,4,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,,,,Y,,,,,,,,,,0
441,8/26/2013,          ,N,,5.4,838,ANALISTA SR,727,ANALISTA PL,1030,Legal,Legal,SOLTEIRO,SUPERIOR COMPLETO,36,32.9671232876712,M,400,Middle Mgmt & Exp.Professionals,0.333333333333333,6.33333333333333,0,9.99999999999999,0.316666666666667,1.65,0,0,,,,,,,E,109.5,Q,90.8,,,,Y,,,,,,Y,Y,,,,,,,Y,,,,,Y,,1
442,9/2/2013,2/8/2017,Y,Empregador ,3.4,931,SUPERVISOR,1027,SUPERVISOR,1250,Maintenance,Operations,CASADO,SUPERIOR COMPLETO,46.4794520547945,43.041095890411,H,300,Coord & Exp.Professionals,36.11,1.31,2.25,0,2.15,0,0,0,,,,,,,Q,105.9,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
443,10/1/2013,          ,N,,5.3,924,SUPERVISOR,1019,SUPERVISOR,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,50,46.7178082191781,M,300,Coord & Exp.Professionals,,,,0,,,,0,,,,,,,Q,92.5,Q,98.1,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
444,10/1/2013,          ,N,,5.3,929,ANALISTA PL,807,ANALISTA PL,1032,Licensing,Legal,CASADO,SUPERIOR COMPLETO,30,27.0575342465753,M,200,Entry Level,52.7,1.01666666666667,0,0.999999999999999,27.15,0,0,0,,,,,,,Q,100,Q,104.8,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
445,12/2/2013,          ,N,,5.1,704,ANALISTA JR,997,ASSISTENTE,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,27,23.8082191780822,H,200,Entry Level,29.0833333333333,0,0,2,69.7666666666667,0,0,0,,,,,,,D,78.4,Q,102.5,,,,Y,,Y,,,,Y,Y,,,,,,,,,,,,Y,,1
446,12/9/2013,5/15/2015,Y,Funcionário,1.4,928,ANALISTA PL,985,ANALISTA PL,1002,Integration,Operations,SOLTEIRO,PÓS GRADUAÇÃO                      ,27.427397260274,25.9972602739726,M,200,Entry Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0
447,1/2/2014,          ,N,,5.0,826,GERENTE,702,COORDENADOR,1032,Licensing,Legal,CASADO,SUPERIOR COMPLETO,41,37.5068493150685,M,600,SR Mgmt & Experts,,,,0,,,,0,,,,,,,D,90,Q,101.4,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
448,1/2/2014,6/18/2015,Y,Empregador ,1.5,856,GERENTE,1009,GERENTE,1120,Strategy & New Products,Strategy & New Products,CASADO,SUPERIOR COMPLETO,49.6520547945205,48.1945205479452,H,500,Middle Mgmt & Exp.Professionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0
449,1/2/2014,          ,N,,5.0,923,ANALISTA PL,923,ANALISTA PL,1009,Rooftop Management,Real Estate,CASADO,SUPERIOR COMPLETO,52,49.1123287671233,H,200,Entry Level,25.65,0,0,0,49.3,0,1.15,0,,,,,,,Q,100,Q,104.8,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
450,1/2/2014,          ,N,,5.0,930,ANALISTA PL,982,ANALISTA PL,1230,Implementation,Operations,SOLTEIRO,PÓS GRADUAÇÃO                      ,29,26.0465753424658,H,200,Entry Level,14.51,0,0.37,0,20.7166666666667,0,0,0,,,,,,,Q,104,Q,104.8,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
451,1/20/2014,          ,N,,4.9,711,ANALISTA JR,981,ANALISTA PL,1014,Purchasing,Finance,SOLTEIRO,SUPERIOR COMPLETO,30,27.1534246575342,M,200,Entry Level,126.75,0,0,20,41.1333333333333,0,0,0,,,,,,,Q,98,Q,95.3,,,,Y,,,,,,Y,Y,,,,,,,Y,,,,,,,0
452,1/20/2014,2/15/2017,Y,Empregador ,3.1,641,SUPERVISOR,1021,SUPERVISOR,1270,Quality Control & Projects,Operations,CASADO,ENSINO MÉDIO COMPLETO,39.6794520547945,36.6054794520548,H,200,Entry Level,,,,0,,,,0,,,,,,,Q,101.6,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,0
453,2/10/2014,          ,N,,4.9,1071,ANALISTA SR,980,ANALISTA JR,1250,Maintenance,Operations,SOLTEIRO,SUPERIOR COMPLETO,27,24.1232876712329,M,300,Coord & Exp.Professionals,48.3166666666667,3.3,0,0.999999999999999,0.4,11.2833333333333,0,0,,,,,,,E,100,E,105.3,,,,,Y,,,,,Y,Y,,,,,,,,,,,,Y,Y,1
454,2/17/2014,          ,N,,4.9,835,ANALISTA PL,932,ANALISTA PL,1010,Accounting & Tax,Finance,SOLTEIRO,SUPERIOR COMPLETO,28,25.241095890411,H,200,Entry Level,19.5,0,0,0,23.5666666666667,0,0,0,,,,,,,Q,101,Q,95.1,,,,Y,,,,,,Y,Y,,,,,,Y,,,,,,,,0
455,7/1/2014,          ,N,,4.5,749,ASSISTENTE,991,ASSISTENTE,1211,Infra BTS,Operations,SOLTEIRO,SUPERIOR COMPLETO,26,23.7068493150685,H,100,Entry Level,82.0333333333334,0,0,10,64.95,0,0,0,,,,,,,Q,105.5,Q,102.8,,,,,,Y,,,,Y,Y,,,,,,Y,Y,,,,,,,0
456,7/21/2014,          ,N,,4.4,831,ANALISTA JR,991,ASSISTENTE,1280,Service Delivery,Operations,CASADO,SUPERIOR COMPLETO,31,28.8547945205479,H,200,Entry Level,2.36666666666667,0,0,0,11.05,0,0,0,,,,,,,Q,104.8,E,116.9,,,,Y,,,,,Y,Y,Y,,,,,,,,,,,,,Y,1
457,8/18/2014,          ,N,,4.4,923,ANALISTA PL,923,ANALISTA PL,1009,Rooftop Management,Real Estate,CASADO,SUPERIOR COMPLETO,39,36.0904109589041,H,200,Entry Level,214.113,0,2.83,0,81.58,0,2,0,,,,,,,Q,100,Q,102.8,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
458,8/25/2014,          ,N,,4.4,965,ANALISTA JR,925,ANALISTA PL,1220,Engineering,Operations,SOLTEIRO,SUPERIOR COMPLETO,34,31.6191780821918,H,200,Entry Level,222.13,0,3.75,0.999999999999999,135.233333333333,0,0,0,,,,,,,Q,100.7,Q,102.3,,,,Y,,,,,,Y,Y,,,,,,,,,,,,Y,,1
459,9/2/2014,          ,N,,4.3,925,ANALISTA PL,925,ANALISTA PL,1270,Quality Control & Projects,Operations,CASADO,SUPERIOR COMPLETO,48,45.3808219178082,H,200,Entry Level,50.05,0,0.4,3,2.35,0,0,0,,,,,,,D,93.6,D,87.9,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
460,10/1/2014,          ,N,,4.3,702,COORDENADOR,983,ANALISTA SR,1032,Licensing,Legal,CASADO,SUPERIOR COMPLETO,42,39.6082191780822,H,400,Middle Mgmt & Exp.Professionals,5.38333333333333,2.66666666666667,0,55,1.21666666666667,0.383333333333333,0.1,0,,,,,,,Q,108.5,Q,101,,,,Y,,,,,,Y,Y,,,,,,Y,Y,,,,,,,0
461,10/1/2014,          ,N,,4.3,929,ANALISTA PL,929,ANALISTA PL,1032,Licensing,Legal,CASADO,SUPERIOR COMPLETO,27,24.9479452054795,M,200,Entry Level,21.7666666666667,13.8333333333333,0.483333333333333,4,0.1,6.66666666666667,0,1,,,,,,,Q,108,Q,104.9,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
462,1/5/2015,          ,N,,4.0,769,COORDENADOR,922,COORDENADOR,1250,Maintenance,Operations,CASADO,SUPERIOR COMPLETO,43,40.9178082191781,H,300,Coord & Exp.Professionals,25.2833333333333,0,1.03333333333333,0,24.4833333333333,13.6333333333333,4.01666666666667,0,,,,,,,E,103.5,Q,102.8,,,,,,,,,,Y,Y,,,,,,Y,,,,,,Y,,1
463,1/5/2015,          ,N,,4.0,1037,GERENTE,767,GERENTE,1100,Sales,Sales,CASADO,SUPERIOR COMPLETO,66,63.4383561643836,H,650,SR Mgmt & Experts,,,,0,,,,0,,,,,,,Q,98.3,E,126.3,,,,,Y,,,,,Y,Y,,,,,,Y,,,,,,,,0
464,1/12/2015,10/17/2016,Y,Empregador ,1.8,904,ASSISTENTE,904,ASSISTENTE,1003,Real Estate,Real Estate,SOLTEIRO,SUPERIOR COMPLETO,30.9095890410959,29.1452054794521,H,100,Entry Level,9.68333333333333,0,0,0.999999999999999,,,,,,,,,,,D,82.8,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,0
465,1/12/2015,          ,N,,4.0,851,ANALISTA SR,851,ANALISTA SR,1290,Power Solutions,Operations,SOLTEIRO,SUPERIOR COMPLETO,40,37.6931506849315,H,300,Coord & Exp.Professionals,30.7333333333333,0,0.15,5,5.48333333333333,1.23333333333333,0,0,,,,,,,Q,92.8,Q,104.6,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
466,1/12/2015,          ,N,,4.0,1080,COORDENADOR,939,ANALISTA PL,1017,Business Analysis,Finance,SOLTEIRO,SUPERIOR COMPLETO,30,27.7698630136986,H,400,Middle Mgmt & Exp.Professionals,186.95,0,1.91666666666667,2,100.483333333333,0,6.05,0,,,,,,,O,134.6,O,123.8,,,,,Y,,,,,Y,Y,,,,,,Y,,,,,,,Y,1
467,1/19/2015,          ,N,,4.0,940,DIRETORIA,940,DIRETORIA,1231,Reinforcement,Operations,CASADO,SUPERIOR COMPLETO,48,46.3698630136986,H,750,Organizational Leaders,,,,0,,,,0,,,,,,,Q,109.9,E,108.6,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
468,1/19/2015,          ,N,,4.0,943,DIRETORIA,943,DIRETORIA,1000,Administrative,Administrative,CASADO,PÓS GRADUAÇÃO                      ,53,51.2630136986301,M,750,Organizational Leaders,,,,0,,,,0,,,,,,,Q,121,E,117.4,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
469,1/19/2015,          ,N,,4.0,941,GERENTE SR,941,GERENTE SR,1016,Lease Abstraction,Finance,CASADO,SUPERIOR COMPLETO,51,48.5808219178082,H,650,SR Mgmt & Experts,,,,0,,,,0,,,,,,,Q,114,Q,111.3,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
470,1/19/2015,          ,N,,4.0,942,GERENTE,942,GERENTE,1051,IT - Infra,IT,CASADO,PÓS GRADUAÇÃO                      ,35,33.1095890410959,M,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,,,,,,,Q,99.9,Q,100.8,,,,,,,,,,Y,Y,,,,,,,Y,,,,,,,0
471,2/2/2015,          ,N,,3.9,1058,GERENTE SR,606,GERENTE,1005,Ops Efficiency,Operations,CASADO,SUPERIOR COMPLETO,52,50.2219178082192,H,600,SR Mgmt & Experts,,,,0,,,,0,,,,,,,E,119.5,E,102.8,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,1
472,2/2/2015,          ,N,,3.9,701,ANALISTA JR,944,ANALISTA JR,1030,Legal,Legal,SOLTEIRO,SUPERIOR COMPLETO,27,25.2520547945205,M,200,Entry Level,108.15,12.2,20.5166666666667,0,9.66666666666667,1.9,0.616666666666667,0,,,,,,,Q,103.5,Q,104.6,,,,,,,,,,Y,Y,,,,,,Y,Y,,,,,Y,,1
473,2/9/2015,          ,N,,3.9,925,ANALISTA PL,827,ANALISTA PL,1270,Quality Control & Projects,Operations,SOLTEIRO,SUPERIOR COMPLETO,41,39.0876712328767,M,200,Entry Level,37.0166666666667,10.75,0,0,16.45,6.35,0,0,,,,,,,Q,118.3,Q,95.8,,,,,Y,,,,,Y,Y,,,,,,Y,Y,,,,Y,,,1
474,2/12/2015,          ,N,,3.9,606,GERENTE,606,GERENTE,1005,Ops Efficiency,Operations,SOLTEIRO,SUPERIOR COMPLETO,41,39.041095890411,M,500,Middle Mgmt & Exp.Professionals,,,,0,,,,0,,,,,,,Q,105,D,91.8,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,0
475,3/2/2015,          ,N,,3.8,891,ANALISTA JR,891,ANALISTA JR,1280,Service Delivery,Operations,SOLTEIRO,SUPERIOR COMPLETO,28,26.1917808219178,H,200,Entry Level,2.71666666666667,0.666666666666667,0,0,1.06666666666667,66.8,0,0,,,,,,,Q,101,Q,102.8,,,,,Y,Y,,,,Y,Y,,,,,,,Y,,,,,,,0
